Provider_Name,Address,City,County,Doses_W13
518 Pharmaceutical Services LLC,4111 FM 1764 RD,Santa Fe,GALVESTON,100
Coastal Health & Wellness,9850 Emmett F. Lowry Expressway,Texas City,GALVESTON,100
HCA Houston Healthcare Mainland,6801 Emmett F Lowry Expy,Texas City,GALVESTON,100
Health by Design Valero Texas City Clinic,1301 Loop 197 S,Texas City,GALVESTON,100
Garza County Health Clinic,1104 N. Avenue S,Post,GARZA,100
Garza County Law Enforcement Center,412 E 15th St,Post,GARZA,100
Cornerstone Clinic - Fredericksburg,514 W Windcrest St,Fredericksburg,GILLESPIE,200
Dshs Goliad,329 W. Franklin,Goliad,GOLIAD,300
Memorial Hospital - Gonzales,Po Box 587,Gonzales,GONZALES,500
Sievers Medical Clinic,1110 Sarah DeWitt Dr.,Gonzales,GONZALES,500
Dshs Pampa,121 S Gillespie St,Pampa,GRAY,100
Pampa Medical Group,3023 Perryton Parkway,Pampa,GRAY,100
PAMPA REGIONAL MEDICAL CENTER,one medical plaza,Pampa,GRAY,100
United Pharmacy 528,1420 N HOBART ST,Pampa,GRAY,200
Albertsons Pharmacy 0716,200 West Crawford Street,Denison,GRAYSON,200
"Bullard Drug, Inc",1926 W MORTON ST,Denison,GRAYSON,500
Care ATC Ruiz Foods,2300 W Morton St,Denison,GRAYSON,100
Med-Choice Pharmacy,2300 W Morton St Ste 121,Denison,GRAYSON,100
Texoma Medical Center- Hospital Patients,5016 S Us Highway 75,Denison,GRAYSON,100
Texomacare Family Practice - Dension,5012 Us Hwy 75 South,Denison,GRAYSON,300
BANP Enterprises LLC,563 W FM 120,Pottsboro,GRAYSON,100
Brookshires Pharmacy 127,11205 N State Hwy 289,Pottsboro,GRAYSON,100
Albertsons Pharmacy 0226,100 East Taylor Street,Sherman,GRAYSON,100
Center For Family Medicine,1906 Hwy 82 West,Sherman,GRAYSON,100
Genoa Healthcare Llc 20068 Sherman,315 W Mclain Dr Ste 308,Sherman,GRAYSON,100
Grayson County Health Department-Sherman,515 North Walnut St.,Sherman,Grayson,"1,000"
"Health Source Pharmacy, INC","1733 Texoma Pkwy,",Sherman,GRAYSON,100
Heritage Park Surgical Hospital Llc,3601 N Calais St,Sherman,GRAYSON,100
Kroger Pharmacy 824,1820 N Loy Lake Rd,Sherman,GRAYSON,100
Sams Club Pharmacy 6350,3333 N Us Highway 75,Sherman,GRAYSON,100
"Sherman Apothecary, LP",1906 W US Highway 82,Sherman,GRAYSON,100
Texoma Hospital Partners LLC,1810 US Hwy 82 West,Sherman,GRAYSON,100
TEXOMA PHARMACY,140 W LAMBERTH RD,Sherman,GRAYSON,100
The Medicine Shoppe Pharmacy 0708,1624 N Travis St,Sherman,GRAYSON,100
VRP LLC,204 medical drive,Sherman,GRAYSON,100
Walgreens Pharmacy 09104,1828 Texoma Pkwy,Sherman,GRAYSON,100
Wnj Regional Medical Center,500 N Highland Ave,Sherman,GRAYSON,300
City Drug Co,232 E JEFFERSON ST,Van Alstyne,GRAYSON,100
Axtells Rite-Value Pharmacy Inc.,304 1/2 Charlie St,Whitesboro,GRAYSON,100
Whitewright Pharmacy,2065 Beasley Blvd.,Whitewright,GRAYSON,100
Diagnostic Clinic of Longview,707 Hollybrook Drive,Longview,GREGG,100
Louis Morgan Drugs #1,1900 S High St,Longview,GREGG,100
Bis Community Clinic,22140 Highway 90 N,Bedias,GRIMES,100
Brookshires Pharmacy 6,309 N La Salle St,Navasota,GRIMES,100
Grimes St Joseph Health Center,210 S Judson St,Navasota,GRIMES,100
Healthpoint Navasota,1905 Dove Crossing Ln Ste C,Navasota,GRIMES,100
City of Schertz EMS,1400 Schertz Parkway,Schertz,GUADALUPE,"3,500"
Kellum Family Medicine,3401 Fm 3009,Schertz,GUADALUPE,"1,000"
"Cornerstone Pediatrics, Pa",520 E Donegan St,Seguin,GUADALUPE,100
Guadalupe Regional Medical Center,1215 E Court,Seguin,GUADALUPE,"1,000"
Phillip Rinn Md,519 N King St,Seguin,GUADALUPE,100
rohailreza inc,254 s hwy 123 bypass,Seguin,GUADALUPE,100
Hale Center Clinical Pharmacy Llc,601 Avenue G,Hale Center,HALE,200
West Texs Family Medicine Hale Center,315 cleveland,Hale Center,HALE,100
Amigos Pharmacy 508,2403 N Columbia St,Plainview,HALE,200
Covenant Hospital Plainview,2601 Dimmitt Rd,Plainview,HALE,100
Lhd Plainview-Hale Co Health Dist (Re),111 E 10th St,Plainview,HALE,500
West Texas Family Medicine,1806 Quincy St,Plainview,HALE,300
Brookshires Pharmacy 84 - Hamilton,1004 E Main St,Hamilton,HAMILTON,200
Family Practice Rural Health Clinic,303 N Brown St,Hamilton,HAMILTON,300
Hamilton General Hospital,400 N Brown St,Hamilton,HAMILTON,200
Jordan Pharmacy Inc.,107 N Rice Street,Hamilton,HAMILTON,100
Best Value Hico Pharmacy,320 w. 1st St,Hico,HAMILTON,100
Hansford County Hospital District (Hospital),707 Roland St,Spearman,HANSFORD,400
Hansford Pharmacy,710 Roland St,Spearman,HANSFORD,100
Hardeman County Clinic,404 Mercer St,Quanah,HARDEMAN,100
HARDEMAN COUNTY MEMORIAL HOSPITAL,402 MERCER ST,Quanah,HARDEMAN,200
United Pharmacy 514,1000 W 11th St,Quanah,HARDEMAN,100
Brookshires Pharmacy 36 - Kountze,90 W Monroe St,Kountze,HARDIN,100
Brookshire Brothers #89,421 South Main,Lumberton,HARDIN,100
Brookshires Pharmacy 1001,202 N Main St,Lumberton,HARDIN,100
"Lumberton Hospital, LLC",137 N. LHS Drive,Lumberton,HARDIN,500
Walgreens Pharmacy 07614,902 N Main St,Lumberton,HARDIN,100
Brookshires Pharmacy 29,333 Highway 96 S,Silsbee,HARDIN,100
WALGREENS #11522,496 HWY 96 S,Silsbee,HARDIN,100
Brookshires Pharmacy 59 - Sour Lake,295 Highway 105 E,Sour Lake,HARDIN,100
Altus Baytown Hospital,6501 Garth Rd,Baytown,HARRIS,300
Jacinto Medical Group - Baytown,2800 Garth Rd.,Baytown,HARRIS,100
St Hope Foundation Inc,6800 West Loop S Ste 560,Bellaire,HARRIS,200
Creekside Family Practice,14502 Spring Cypress Rd Ste 500,Cypress,HARRIS,100
Fairfield Family Physicians,15201 Mason Rd Ste 1200,Cypress,HARRIS,100
HCA Houston Healthcare North Cypress,21214 Northwest Fwy,Cypress,HARRIS,300
HSE Medical Associates,10720 Barker Cypress,Cypress,HARRIS,100
Kroger Pharmacy 362,17455 Spring Cypress Rd,Cypress,HARRIS,100
CORE Occupational Medicine,126 W San Augustine,Deer Park,HARRIS,100
"Deer Park Family Clinic, P.A.",2910 Center St,Deer Park,HARRIS,100
AAARK Group Inc,724 Cypress Creek Pkwy,Houston,HARRIS,100
"AD Hospital East, LLC",12950 East Frwy,Houston,HARRIS,300
AIRLINE DOCTORS FAMILY AND PEDIATRIC CLINICS,5990 airline drive,Houston,HARRIS,100
ASHFORD PHARMACY INC,3751 S DAIRY ASHFORD RD STE 102,Houston,HARRIS,100
BARKER CYPRESS PHARMACY & HOME CARE EQUIPMENT LLC 1855 BARKER CYPRESS RD,,Houston,HARRIS,300
Baybrook Care Pharmacy LLC,13630 Beamer Rd,Houston,HARRIS,100
Baylor College Of Medicine,1 Baylor Plz Stop Bcm-667,Houston,HARRIS,"3,510"
Ben Taub General Hospital,1504 Taub Loop,Houston,HARRIS,"5,850"
Briargrove Pharmacy,6435 San Felipe St,Houston,HARRIS,100
Christus Healthy Living Mobile Clinics,2615 Fannin St,Houston,HARRIS,100
Christus St. Mary's Clinic,2120 Wayside Drive Ste B,Houston,HARRIS,100
CITGO,1293 Eldridge Parkway,Houston,HARRIS,100
Cleveland E Odom,5516 Lockwood Dr,Houston,HARRIS,400
Derm Surgery Associates,7515 Main St Ste 240,Houston,HARRIS,100
Dshs Hsr 6/5s Hq - Houston (Re),5425 Polk St Ste 420,Houston,HARRIS,"1,170"
El Centro De Corazon Magnolia Clinic,7037 Capitol St,Houston,HARRIS,200
Encompass Health Rehabilitation Hospital Cypress,13031 Wortham Center Drive,Houston,HARRIS,100
Endocrine Associates,5711 Almeda Rd,Houston,HARRIS,100
Everest Medical Group,11626 Tc Jester Blvd,Houston,HARRIS,100
"FOUR Js COMMUNITY LIVING CENTER, INC",9207 COUNTRY CREEK DR.,Houston,HARRIS,400
Generation Medical Clinic,11322 Bellaire Blvd Ste 117,Houston,HARRIS,100
Gordon Crofoot MD PA,3701 KIRBY DR STE 1230,Houston,HARRIS,100
Greater Elevations LLC,16920 Kuykendahl Rd,Houston,HARRIS,100
Hca Houston Healthcare Northwest,710 Cypress Creek Parkway,Houston,HARRIS,"1,000"
HEB Pharmacy 756,6055 South Fwy,Houston,HARRIS,100
Houston Pulmonary Medicine Associates,11920 Astoria Blvd,Houston,HARRIS,100
"Jeff J. Wang, D.O., P.A.",12121 Richmond Ave.,Houston,HARRIS,100
"KDUNN AND ASSOCIATES, P.A.",1401 Wirt Rd,Houston,HARRIS,100
Kelsey Seybold The Vintage,10701 Vintage Preserve Parkway,Houston,HARRIS,100
Kelsey-Seybold Clinic - Cypress,13105 Wortham Center Drive,Houston,HARRIS,100
Kelsey-Seybold Downtown @ The Shops Clinic,1200 Mckinney St Ste 473,Houston,HARRIS,100
Kelsey-Seybold Main Campus,2727 West Holcombe Blvd,Houston,HARRIS,100
Kroger Pharmacy 309,1801 S Voss Rd,Houston,HARRIS,100
Kroger Pharmacy 311,9330 Jones Rd,Houston,HARRIS,100
Kroger Pharmacy 314,5150 Buffalo Speedway,Houston,HARRIS,100
Kroger Pharmacy 349,1520 Eldridge Pkwy,Houston,HARRIS,100
Kroger Pharmacy 356,1352 W 43rd St,Houston,HARRIS,100
Kroger Pharmacy 395,360 Cypress Creek Pkwy,Houston,HARRIS,100
Kroger Pharmacy 396,6350 N Eldridge Pkwy,Houston,HARRIS,100
Kroger Pharmacy 739,9125 W. Sam Houston Pkwy,Houston,HARRIS,100
Lbj Hospital - Harris County Hospital District,5656 Kelley St,Houston,HARRIS,"5,850"
Living Well Specialty Pharmacy,13325 HARGRAVE RD,Houston,HARRIS,100
Lone Star Circle Of Care At The University Of Houston,4849 Calhoun Road,Houston,HARRIS,100
MEDELA PHARMACY INC.,6550 MAPLERIDGE ST,Houston,HARRIS,100
Medical Clinic Of Houston - Houston - 1701 Sunset Boulevard,1701 Sunset Blvd,Houston,HARRIS,100
Memorial Hermann Surgery Center Southwest,7789 Southwest Frwy Suite 200,Houston,HARRIS,100
Mlk Health Center - Houston,3550 Swingle Rd,Houston,HARRIS,100
New Horizon Hospital,17506 Red Oak Dr,Houston,HARRIS,400
Northchase Family Practice Clinic,11417 Veterans Memorial Dr,Houston,HARRIS,100
Nurse Practitioner Provider,2600 S Loop W,Houston,Harris,100
Obur Heatlh PA,930 old Lake Rd,Houston,HARRIS,100
Pediatric Associates - Houston,4501 Groveway Dr,Houston,HARRIS,500
"PLATINUM PERFERRED HEALTHCARE NETWORK, PLLC",7804 SCOTT ST,Houston,HARRIS,100
"Precision Drugs, LLC DBA Evergreen Pharmacy",9180 Bellaire Blvd. Ste-A,Houston,HARRIS,100
Prime Care Medical Group,929 Gessner Rd Ste 2450,Houston,HARRIS,100
Privia Medical Group Gulf Coast,1200 Binz St,Houston,HARRIS,100
Randalls Pharmacy 1011,14610 Memorial Dr,Houston,HARRIS,100
Randalls Pharmacy 1012,5219 Fm 1960 Rd W,Houston,HARRIS,100
Randalls Pharmacy 2672,18322 Clay Rd,Houston,HARRIS,100
Richard Lock Md Pa,12121 Richmond Ave Ste 413,Houston,HARRIS,100
Rudolph Medical Associates,12924 Bellaire Blvd suite 100,Houston,HARRIS,100
SDLDM,9601 Katy Freeway,Houston,HARRIS,200
St Hope Foundation,255 Northpoint Dr Ste 200,Houston,HARRIS,300
St Johns Physician,9180 Bellaire Blvd,Houston,HARRIS,100
St Joseph Medical Center,1401 St Joseph Pkwy,Houston,HARRIS,"1,500"
St Lukes Hospital At The Vintage,20171 Chasewood Park Dr,Houston,HARRIS,"1,000"
SUN Behavioral Houston,7601 Fannin Street,Houston,HARRIS,500
TC JESTER DIALYSIS,1800 W 26TH ST,Houston,HARRIS,400
TCH Main,6621 Fannin St Mc 22510,Houston,HARRIS,"1,000"
Texas Anesthesia Back Pain Center,"2010 Naomi Street, #A",Houston,HARRIS,500
Texas Children's Hospital West Campus,18200 Katy Freeway,Houston,HARRIS,"1,000"
Town And Country Family Physicians,10497 Town And Country Way Ste 360Houston,,HARRIS,100
United Health Partners,6846 Antoine Dr,Houston,HARRIS,100
United Memorial Medical Center,510 West Tidwell Road,Houston,HARRIS,"1,000"
UT MD Anderson Cancer Center,1515 Holcombe Blvd,Houston,HARRIS,"3,000"
Vaxanation Mobile Vaccination Clinic,14655 North West Fwy,Houston,HARRIS,100
Village Medical - Memorial,9055 Katy Fwy Ste 200,Houston,HARRIS,100
Welcome Family Medicine PA,9160 Bellaire Blvd,Houston,HARRIS,100
West Houston Medical Center - Houston - 12141 Richmond Av12141 Richmond Ave,,Houston,HARRIS,400
Westlake Medical Services LLLP,2430 North Fry Road,Houston,HARRIS,100
Willowbrook Medical Group,18310 Tomball Pkwy,Houston,HARRIS,100
City Of Humble Fire Department,110 W Main St,Humble,HARRIS,200
Encompass Health Rehabilitation Hospital of Humble,19002 McKay Dr.,Humble,HARRIS,200
Atoms Pharmacy,2333 Fry Rd,Katy,HARRIS,500
Harris County Emergency Services District 48 Fire,21201 Morton Road,Katy,HARRIS,300
Health-Rite Pharmacy,21660 KINGSLAND BLVD,Katy,Harris,100
Katy Medical Complex Pharmacy,21700 Kingsland Blvd,Katy,HARRIS,300
Medcomplete LLC,25118 Lakeview road,Katy,HARRIS,100
Mercy Teddy Health Care PLLC,25311 Kingsland BLVD,Katy,HARRIS,100
Zealth Care Pllc,19121 W Little York Rd Ste B,Katy,HARRIS,100
Altus Baytown Hospital - Kingwood,1120 Kingwood Dr,Kingwood,HARRIS,300
Internist Associates of Texas,22999 HWY 59 West tower,Kingwood,HARRIS,100
Memorial Hermann Surgical Hospital Kingwood,300 Kingwood Medical Dr,Kingwood,HARRIS,100
LAPORTE INTERNAL MEDICINE P.A.,404 W FAIRMONT PARKWAY,La Porte,HARRIS,100
Altus Houston Hospital,7215 Fairmont Pkwy,Pasadena,HARRIS,100
HCA Houston Healthcare Southeast,4000 spencer highway,Pasadena,HARRIS,100
Kelsey Seybold Clinic Pasadena,5001 E Sam Houston Pkwy S,Pasadena,HARRIS,100
Nag Clinics Pediatric & Family Medicine,4002 Burke Rd,Pasadena,HARRIS,100
"Pcp Associates Of Pasadena, Pa",5030 Crenshaw Rd,Pasadena,HARRIS,100
St Lukes Patients Medical Center,4600 E Sam Houston Pkwy S,Pasadena,HARRIS,500
Vipul M. Patel,629 E Southmore Ave,Pasadena,HARRIS,100
Access Health Clinic,6402 Louetta Rd Ste 140,Spring,HARRIS,100
Genesis Medical Group Springwoods,2255 E Mossy Oaks Rd,Spring,HARRIS,100
Health Scripts Specialty Pharmacy,8344 Spring Cypress Rd,Spring,HARRIS,100
"North Houston Surgical Hospital, LLC",20635 Kuykendahl Rd,Spring,HARRIS,300
"Gloyers Pharmacy, INC",1010 W Main St,Tomball,HARRIS,100
Deliverit Pharmacy Clear Lake,600 N Kobayashi,Webster,HARRIS,200
University Of Texas Medical Branch - Clear Lake,200 BLOSSOM ST,Webster,HARRIS,200
Brookshires Pharmacy 130,590 W Main St,Hallsville,HARRISON,100
Christus Good Shepherd Medical Center Marshall,811 S Washington Ave,Marshall,HARRISON,100
East Texas Border Health Clinic dbs Genesis PrimeCare - Mars 805 Lindsey Drive,,Marshall,HARRISON,200
Kroger Pharmacy 953,300 E. End Blvd. (Hwy 80),Marshall,HARRISON,100
Marshall-Harrison County Health District (Re),805 Lindsey Dr,Marshall,HARRISON,600
Super 1 Pharmacy 631,207 E End Blvd N,Marshall,HARRISON,100
Walgreens Pharmacy 06196,309 E End Blvd N,Marshall,HARRISON,100
Absolute Concierge Health Care,390 W Texas Ave,Waskom,HARRISON,400
Haskell Memorial Hospital Clinic,1400 S 1st St,Haskell,HASKELL,100
The Drug Store,100 S Avenue E,Haskell,HASKELL,100
"First Medical Response of Texas, Inc",854 Wild Rose Drive,Austin,HAYS,"1,000"
Ascension Seton Health Center Buda,5235 Overpass Rd,Buda,HAYS,100
Austin Regional Clinic-Buda,3420 Fm 967 Ste B100,Buda,HAYS,300
BSWH Buda Medical Center,5330 Overpass Rd,Buda,HAYS,"1,000"
Austin Regional Clinic - Dripping Springs,27600 Ranch Road 12 Bldg 1,Dripping Springs,HAYS,100
Dripping Springs Pharmacy,100 Commons Rd Suite 1,Dripping Springs,HAYS,300
Solutions Pharmacy,13830 Sawyer Ranch Rd,Dripping Springs,HAYS,200
Austin Regional Clinic - Center Street,22420 Ih 35,Kyle,HAYS,200
Austin Regional Clinic - Kyle,4100 Everett Dr Ste 400,Kyle,HAYS,300
BioMedical Applications of Texas Inc,5895 Kyle Parkway,Kyle,HAYS,100
Satellite Healthcare Kyle,134 Elmhurst,Kyle,HAYS,100
Seton Family Of Doctors At Hays,5103 Kyle Center Dr Ste 103,Kyle,HAYS,200
Ascension Medical Group Seton San Marcos,2108 Hunter Rd,San Marcos,HAYS,100
B And J Pharmacy - Wimberley,2111 Hunter Rd,San Marcos,HAYS,100
Christus Santa Rosa Hospital - San Marcos,1301 Wonder World Dr,San Marcos,HAYS,"1,000"
San Marcos Family Medicine,2406 Hunter Rd,San Marcos,HAYS,100
Texas State University Student Health Services,298 Student Center Dr,San Marcos,HAYS,300
Wimberley Pharmacy,120 Joe Wimberley Blvd,Wimberley,HAYS,300
Canadian Family Physicians,1010 South 4th,Canadian,HEMPHILL,100
Hemphill County Hospital,1020 S.4th,Canadian,HEMPHILL,300
Brookshire's Pharmacy 011,807 E Tyler St,Athens,HENDERSON,200
Christus Trinity Mother Frances,1505 Hwy 19 S,Athens,HENDERSON,200
Lakeland,117 Medical Circle,Athens,HENDERSON,200
Medical Associates Of Athens,115 Medical Cir Ste 108,Athens,HENDERSON,200
Walgreens Pharmacy 09410,1007 E Tyler St,Athens,HENDERSON,200
Brookshires Pharmacy 84,703 HWY 31 E,Chandler,HENDERSON,200
Brookshires Pharmacy 68,210 S Seven Points Dr,Kemp,HENDERSON,200
Brookshires Pharmacy 064,1200 S 3rd St,Mabank,HENDERSON,200
Cedar Creek Wellness Group,1837 W Main St,Mabank,HENDERSON,200
"East Texas Community Clinic, Inc.",2415 W. Main Street,Mabank,HENDERSON,200
Tri-county family medicine,126 W Main St.,Mabank,HENDERSON,100
Cantu's Pharmacy,504 S Closner Blvd,Edinburg,HIDALGO,100
Edinburg CISD Health Services Department,411 N 8th Ave,Edinburg,HIDALGO,100
Edinburg CISD School Based Health Center,1601 E Sprague St,Edinburg,HIDALGO,300
Edinburg Regional Medical Center,1102 W. Trenton Road,Edinburg,HIDALGO,400
Fresenius Medical Care Edinburg Kidney Center,5406 S Jackson Rd,Edinburg,HIDALGO,100
Texas Department of Criminal Justice Lopez,1203 E EL CIBOLO RD,Edinburg,HIDALGO,100
Yvonne Bracamontes MD PA,3111 Center Pointe Drive Suit B,Edinburg,HIDALGO,100
Saenz Medical Center,1000 E. Exp 83,La Joya,HIDALGO,100
LONESTAR NEURO DIAGNOSTICS AND REHAB,4900 N 10TH ST.,McAllen,HIDALGO,100
Rio Grande Regional Hospital,101 E Ridge Road,McAllen,HIDALGO,500
"SAENZ MEDICAL PHARMACY RIDGE, INC.",1200 E. RIDGE ROAD,McAllen,HIDALGO,100
Sanlucas Family Health Clinic,1720 Pecan Blvd,McAllen,HIDALGO,100
South Texas Health System Mcallen,301 W Expressway 83,McAllen,HIDALGO,500
"TURTLE HEALTHCARE GROUP, LLC",720 E DOVE AVE,McAllen,HIDALGO,100
Wellmed Crossroads,1301 E Fern,McAllen,HIDALGO,500
PHARR CHILDRENS DAY AND NIGHT CLINIC,807 N CAGE BLVD,Pharr,HIDALGO,500
Pharr-San Juan-Alamo ISD,601 E Kelly Ave,Pharr,HIDALGO,100
Nuestra Clinica Del Valle,806 W 3rd Street,San Juan,HIDALGO,200
Knapp Medical Center,1401 E 8th St,Weslaco,HIDALGO,100
Brookshires Pharmacy 53,120 S Waco St,Hillsboro,HILL,100
Eagle Drug,101 Jane Ln,Hillsboro,HILL,100
Hill Regional Hospital,101 Circle Dr,Hillsboro,HILL,100
Hillsboro Kidney Center,1507 Hillview Dr,Hillsboro,HILL,200
Brookshires Pharmacy 036,1310 N Brazos St,Whitney,HILL,100
Eubank Drug LLC,1510 N BRAZOS ST,Whitney,HILL,200
Lake Whitney Medical Clinic,202 E Jefferson Ave,Whitney,HILL,100
COVENANT HOSPITAL LEVELLAND,1900 College Avenue,Levelland,HOCKLEY,200
Family Medicine East Clinic,116 John Dupre Drive,Levelland,HOCKLEY,200
Levelland Clinic North,103 John Dupree Dr,Levelland,HOCKLEY,100
United Pharmacy 509,511 College Ave,Levelland,HOCKLEY,200
Brookshires Pharmacy 94,1301 S Morgan St,Granbury,HOOD,100
Granbury Hood County EMS Inc,2200 Commercial Ln,Granbury,HOOD,"1,500"
Pecan Discount Drug,9203 Plantation Dr Ste 1,Granbury,HOOD,300
Brookshire's Pharmacy 013,809 Gilmer Rd.,Sulphur Springs,HOPKINS,100
Christus Mother Frances Hospital - Sulphur Springs,115 Airport Rd,Sulphur Springs,HOPKINS,300
Christus Trinity Clinic - Sulphur Springs,"105 Medical Plaza, Building 1",Sulphur Springs,HOPKINS,100
Aurora Concepts Llc - Crockett,1261 E Loop 304,Crockett,HOUSTON,100
Brookshires Pharmacy 85,401 N 4th St,Crockett,HOUSTON,200
Crockett Medical Center Clinic,1050 East Loop 304,Crockett,HOUSTON,100
Davy Crockett Drug Inc,107 S 4th St,Crockett,HOUSTON,300
Houston County Family Medical Clinic,1501 E Loop 304 Ste 50,Crockett,HOUSTON,300
Howard County Community Health Center,1300 S Gregg St,Big Spring,HOWARD,100
Scenic Mountain Medical Ctr,1601 W 11th Pl,Big Spring,HOWARD,500
Project Vida Health Center,561 S. Knox,Fort Hancock,HUDSPETH,200
Brookshires Pharmacy 52,1603 Culver St,Commerce,HUNT,100
Texas A&M Commerce Student Health,2600 W Neal St,Commerce,HUNT,100
Brookshires Pharmacy 74,6410 Wesley St,Greenville,HUNT,100
Carevide,4311 Wesley St,Greenville,HUNT,100
Hunt Regional Medical Center,4215 Joe Ramsey Blvd E,Greenville,HUNT,"3,510"
Super 1 Pharmacy 615,4811 Wesley St,Greenville,HUNT,200
Brookshires Pharmacy 87,8929 State Highway 34 S,Quinlan,HUNT,100
"Borger Pharmacy, LLC",524 W. 10th,Borger,HUTCHINSON,200
High Plains Family Medicine,104 N Bryan St,Borger,HUTCHINSON,100
UNITED PHARMACY 539,1414 W WILSON ST,Borger,HUTCHINSON,200
"City Drug Store of Jacksboro, Inc.",104 E Belknap St,Jacksboro,JACK,100
Jack County Medical Clinic,215 Chisholm Trail,Jacksboro,JACK,300
Jackson County Hospital District,1013 S Wells,Edna,JACKSON,100
Brookshires Pharmacy 76 - Ganado,305 W York,Ganado,JACKSON,100
Brookshire Brothers Pharmacy #64,34692 Us Highway 96 S,Buna,JASPER,100
Brookshires Pharmacy 45 - Jasper,1125 S Wheeler St,Jasper,JASPER,100
Christus Jasper Memorial Hospital Obstestrical Department,1275 Marvin Hancock Dr,Jasper,JASPER,100
Complete Healthcare Services,315 W Houston St,Jasper,JASPER,100
Walgreens Pharmacy 07638,1250 S Wheeler St,Jasper,JASPER,100
Brookshire Brothers Pharmacy of Kirbyville,1005 S Margaret Ave,Kirbyville,JASPER,100
S And R Drug Co,1606 S Margaret Ave,Kirbyville,JASPER,100
Fort Davis Family Practice,1 Memorial Square 0792,Fort Davis,JEFF DAVIS,100
Jeff Davis County Ambulance,200 Court Ave,Fort Davis,JEFF DAVIS,100
Texas Department of Criminal Justice Stiles,3060 FM 3514,Beaumont,JEFFERSON,100
Triangle Area Network,1495 N 7th St,Beaumont,JEFFERSON,100
Bay Area Dialysis Alice,901 medical center blvd,Alice,JIM WELLS,100
Gold Horses LLC,411 N King St.,Alice,JIM WELLS,100
HEB Pharmacy 223,1115 E Main St,Alice,JIM WELLS,100
Hometown Healthcare Orange Grove,101 S Eugenia St,Orange Grove,JIM WELLS,100
Burleson Public Health Authority,828 SW Alsbury Blvd,Burleson,JOHNSON,"1,100"
"OCEAN BLUE HOLDINGS, LLC",113 NE JOHNSON AVE,Burleson,JOHNSON,100
DSHS Cleburne,108 E Kilpatrick St,Cleburne,JOHNSON,100
Usmd Cleburne,1301 W Henderson St Ste A,Cleburne,JOHNSON,300
Brookshires Pharmacy 133,1001 Joshua Station St,Joshua,JOHNSON,100
Anson General Hospital,101 Avenue J,Anson,JONES,100
DSHS Anson,2062 Us Hwy 277 North,Anson,JONES,100
gopichand kapu md,215 n ave j,Anson,JONES,100
Stamford Family Health Center,1303 Mabee,Stamford,JONES,100
Karnes Community Health Center,757 S PANNA MARIA,Karnes City,KARNES,100
Joel Saldana Md,3349 S Highway 181,Kenedy,KARNES,100
Otto Kaiser Memorial Hopsital,3349 South Highway 181,Kenedy,KARNES,"1,000"
Roberto Ramirez Md,3349 S Highway 181,Kenedy,KARNES,100
Brookshires Pharmacy 89,427 PINSON ROAD,Forney,KAUFMAN,200
Kroger Pharmacy 579,500 Marketplace Blvd,Forney,KAUFMAN,200
Walgreens Pharmacy 10817,451 Fm 548,Forney,KAUFMAN,200
Brookshires Pharmacy 035,2235 S Washington St,Kaufman,KAUFMAN,200
DSHS Kaufman,2525 E. Hwy 175,Kaufman,KAUFMAN,200
Fresenius Medical Care,2213 Old Kemp Highway,Kaufman,KAUFMAN,200
Kemp Family Pharmacy,1224 S Elm St,Kemp,KAUFMAN,100
Mabank Family Pharmacy,207 N 3rd Street,Mabank,KAUFMAN,300
Brookshires Pharmacy 023,1400 W. Moore St.,Terrell,Kaufman,200
Freseniuss Medical Care,351 S VIRGINIA ST # 300,Terrell,KAUFMAN,100
Pediatric Depot Pllc,1446 W Moore Ave,Terrell,KAUFMAN,200
S&L Pharmacy Terrell Inc.,601 west moore ave,Terrell,KAUFMAN,100
Terrell Fire Department,201 East Nash Street,Terrell,KAUFMAN,"2,000"
City of Boerne,124 Old San Antonio Rd,Boerne,KENDALL,"1,000"
DSHS Boerne,216 Market Ave Ste 160,Boerne,KENDALL,100
"Hill Country Personal Care Home, LLC",116 West Fabra Lane,Boerne,KENDALL,100
Kendall County EMS,1175 N MAIN ST,Boerne,KENDALL,500
My Urgent Clinic LLC dba My Urgent Care Clinic,910 River Road,Boerne,KENDALL,300
South Texas Medical Research,1420 River Rd,Boerne,KENDALL,100
Cornerstone Clinic - Comfort,815 Front Street,Comfort,KENDALL,100
Family Practice Associates,220 Wesley Dr,Kerrville,KERR,100
Peterson Regional Medical Center - Kerrville,551 Hill Country Dr,Kerrville,KERR,"1,000"
TRUBI1 LLC,200 WESLEY DR UNIT A,Kerrville,KERR,100
Frontera Healthcare Network-Junction,509 College St,Junction,KIMBLE,100
Kimble Hospital,349 Reid Rd,Junction,KIMBLE,100
FE Medical Services PLLC Kngsvlle,1010 West Ave B,Kingsville,KLEBERG,200
"Robert Morales MD, PA",1305 S 14th St,Kingsville,KLEBERG,100
Knox City Clinic,712 Se 5th St,Knox City,KNOX,100
Knox County Hospital,701 Se 5th St,Knox City,KNOX,200
Hometown Healthcare,408 N Giraud,Cotulla,LA SALLE,300
Brookshires Pharmacy 014,925 Clarksville St,Paris,LAMAR,100
Kroger Pharmacy 957,1310 Clarksville St,Paris,LAMAR,100
Pain Management,4650 Lamar Ave,Paris,LAMAR,100
Paris Family Physicians,1128 Clarksville St Ste 100,Paris,LAMAR,100
