"","Provider_Name","Address","County","City","Doses_W1","Doses_W2","Doses_W3","Doses_W4","Doses_W5","Doses_W6","Doses_W7","Doses_W8","lon","lat","Sum"
"1501","Medical Center Of Dimmitt","300 W Halsell St","CASTRO","Dimmitt",NA,100,NA,NA,100,400,NA,NA,-102.3153404,34.5561362,600
"1502","Medical Center Of Lewisville","500 W Main St","DENTON","Lewisville",NA,600,NA,100,NA,NA,NA,NA,-97.0046562,33.0452646,700
"1503","Medical Center Of Mckinney","4500 Medical Center Dr","COLLIN","McKinney",NA,NA,500,NA,NA,NA,NA,NA,-96.6371294,33.1596558,500
"1504","Medical City Arlington",NA,"TARRANT","Arlington",975,NA,NA,NA,NA,NA,NA,NA,-97.112769,32.6925288,975
"1505","Medical City Dallas Hospital","7777 Forest Lane","DALLAS","Dallas",NA,NA,100,NA,NA,NA,NA,NA,-96.7744115,32.9126714,100
"1506","Medical City Dallas Hospital",NA,"DALLAS","Dallas",1950,NA,NA,NA,NA,NA,NA,NA,-96.7744115,32.9126714,1950
"1507","Medical City Denton","3535 South I35 East","DENTON","Denton",NA,1300,200,NA,NA,NA,NA,NA,-97.091217,33.1778917,1500
"1508","Medical City Fort Worth","900 8th Ave","TARRANT","Fort Worth",NA,900,NA,NA,NA,NA,NA,NA,-97.3454149,32.7358538,900
"1509","Medical City Frisco","5500 Frisco Square Blvd","COLLIN","Frisco",NA,400,1200,NA,100,NA,NA,NA,-96.8388754,33.1509332,1700
"1510","Medical City Green Oaks Hospital","7808 Clodus Fields Dr","DALLAS","Dallas",NA,100,200,NA,NA,NA,NA,NA,-96.7720329,32.9130884,300
"1511","Medical City Heart and Spine Hospitals","11970 N Central Expy","DALLAS","Dallas",NA,300,NA,NA,NA,NA,NA,NA,-96.7667178,32.9120385,300
"1512","Medical City Las Colinas","6800 N Macarthur Blvd","DALLAS","Irving",NA,700,100,NA,NA,NA,NA,NA,-96.9573714,32.9020425,800
"1513","Medical City McKinney",NA,"COLLIN","McKinney",975,NA,NA,NA,NA,NA,NA,NA,-96.6376301,33.1596498,975
"1514","Medical City Plano",NA,"COLLIN","Plano",2925,NA,NA,NA,NA,NA,NA,NA,-96.7671605,33.0203573,2925
"1515","Medical City Weatherford","713 E Anderson St","PARKER","Weatherford",NA,700,NA,NA,NA,NA,NA,NA,-97.7856497,32.7481906,700
"1516","Medical Clinic Of Houston - Houston - 1701 Sunset Boulevard","1701 Sunset Blvd","HARRIS","Houston",NA,1000,NA,NA,NA,NA,NA,NA,-95.4010395,29.7224824,1000
"1517","Medical Clinic Of Muleshoe","708 S 1st St","BAILEY","Muleshoe",NA,100,NA,NA,NA,975,975,975,-102.7285134,34.2213093,3025
"1518","Medical Clinics Of Sealy","1036 N Circle Dr","AUSTIN","Sealy",NA,NA,NA,100,NA,NA,NA,NA,-96.1580396,29.7722488,100
"1519","Medina Clinic - Mission","1924 E Griffin Pkwy","HIDALGO","Mission",NA,100,NA,NA,NA,NA,NA,NA,-98.2923831,26.2246659,100
"1520","Medina Lake Clinic","146 Laurel Vista Dr","BANDERA","Pipe Creek",NA,100,NA,NA,NA,NA,NA,NA,-98.9293547,29.6081873,100
"1521","Medina Regional Hospital","3100 Avenue E","MEDINA","Hondo",NA,NA,300,NA,100,NA,NA,NA,-99.1344601,29.3344958,400
"1522","Mehop Family And Behavioral Health","1700 Golden Ave","MATAGORDA","Bay City",NA,NA,NA,NA,NA,100,NA,NA,-95.9700812,28.99409,100
"1523","Mehop Wharton","10141 Us 59 Hwy Ste A","WHARTON","Wharton",NA,NA,NA,NA,NA,100,NA,NA,-96.1174149,29.3285974,100
"1524","Memorial Hermann Cypress Hospital","27800 Highway 290","HARRIS","Cypress",NA,NA,800,NA,NA,NA,NA,NA,-96.0857243,30.1165578,800
"1525","Memorial Hermann Cypress Hospital",NA,"HARRIS","Cypress",975,NA,NA,NA,NA,NA,NA,NA,-95.7330368,29.9869921,975
"1526","Memorial Hermann Greater Heights","1635 North Loop W","HARRIS","Houston",NA,NA,1375,NA,NA,NA,NA,NA,-95.430426,29.8115414,1375
"1527","Memorial Hermann Greater Heights",NA,"HARRIS","Houston",1950,NA,NA,NA,NA,NA,NA,NA,-95.4312004,29.8109366,1950
"1528","Memorial Hermann Katy Hospital","23900 Katy Fwy","HARRIS","Katy",NA,NA,975,NA,NA,NA,NA,NA,-95.7863342,29.7874335,975
"1529","Memorial Hermann Katy Hospital",NA,"HARRIS","Katy",975,NA,NA,NA,NA,NA,NA,NA,-95.7863342,29.7874335,975
"1530","Memorial Hermann Medical Group Cypress","13114 Fm 1960 Rd W","HARRIS","Houston",NA,200,NA,NA,NA,NA,NA,NA,-95.6123437,29.9192808,200
"1531","Memorial Hermann Medical Group Greater Heights Family Med","Medical Plaza 3, 1801 N. Loop W.","HARRIS","Houston",NA,1100,NA,NA,NA,NA,NA,NA,-95.432915,29.8113665,1100
"1532","Memorial Hermann Medical Group Rosenberg","2520 BF Terry Blvd","FORT BEND","Rosenberg",NA,NA,NA,100,NA,NA,NA,NA,-95.7713795,29.5466617,100
"1533","Memorial Hermann Medical Group Southwest Suite 350","7789 Southwest Fwy Ste 350","HARRIS","Houston",NA,200,NA,NA,NA,NA,NA,NA,-95.5240602,29.6927773,200
"1534","Memorial Hermann Medical Group Sterling Ridge","10333 Kuykendahl Rd Ste D","MONTGOMERY","Spring",NA,500,NA,NA,NA,NA,NA,NA,-95.5337186,30.1830848,500
"1535","Memorial Hermann Medical Group Summer Creek Convenient","C 14201 E Sam Houston Pkwy N","HARRIS","Houston",NA,1500,NA,NA,NA,NA,NA,NA,-95.2017956,29.9261371,1500
"1536","Memorial Hermann Medical Group West University","3525 West Holcombe Blvd","HARRIS","Houston",NA,2100,NA,NA,NA,NA,NA,NA,-95.432529,29.705837,2100
"1537","Memorial Hermann Memorial City Medical Center","921 Gessner Rd","HARRIS","Houston",NA,NA,3050,NA,300,3900,NA,4875,-95.546905,29.781313,12125
"1538","Memorial Hermann Memorial City Medical Center",NA,"HARRIS","Houston",2925,NA,NA,NA,NA,NA,NA,NA,-95.546905,29.781313,2925
"1539","Memorial Hermann Northeast","18951 N Memorial Dr","HARRIS","Humble",NA,2500,600,NA,NA,NA,NA,NA,-95.2760788,29.9956466,3100
"1540","Memorial Hermann Pearland Hospital","16100 South Fwy","BRAZORIA","Pearland",NA,1600,NA,NA,NA,NA,NA,NA,-95.3892216,29.5637754,1600
"1541","Memorial Hermann Pharmacy - Sugar Land","17510 W GRAND PKWY S","FORT BEND","Sugar Land",NA,NA,NA,100,NA,NA,NA,NA,-95.6913535,29.5640956,100
"1542","Memorial Hermann Pharmacy Services","21501 Park Row Drive","HARRIS","Katy",NA,1000,NA,NA,NA,NA,NA,NA,-95.7484962,29.7925097,1000
"1543","Memorial Hermann SE Hospital","11800 Astoria Blvd","HARRIS","Houston",NA,NA,2150,NA,300,NA,NA,NA,-95.207877,29.582251,2450
"1544","Memorial Hermann SE Hospital",NA,"HARRIS","Houston",1950,NA,NA,NA,NA,NA,NA,NA,-95.2069892,29.583339,1950
"1545","Memorial Hermann Southwest Hospital","7600 Beechnut St","HARRIS","Houston",NA,3000,2000,NA,NA,NA,NA,NA,-95.5222934,29.6932967,5000
"1546","Memorial Hermann Sugar Land","17500 W Grand Pkwy S","FORT BEND","Sugar Land",NA,2500,100,NA,NA,NA,NA,10725,-95.6902579,29.564602,13325
"1547","Memorial Hermann Sugar Land Surgical Hospital","16906 Southwest Fwy","FORT BEND","Sugar Land",NA,NA,600,NA,NA,NA,NA,NA,-95.6364776,29.5899928,600
"1548","Memorial Hermann Surgery Center Katy LLP","23920 Katy Freeway","HARRIS","Katy",NA,NA,NA,100,NA,NA,NA,NA,-95.7859014,29.7866768,100
"1549","Memorial Hermann Surgery Center Southwest","7789 Southwest Frwy Suite 200","HARRIS","Houston",NA,100,NA,NA,NA,NA,NA,NA,-95.5243186,29.6929147,100
"1550","Memorial Hermann Surgical Hospital Kingwood","300 Kingwood Medical Dr","HARRIS","Kingwood",NA,100,100,NA,NA,NA,NA,NA,-95.2586217,30.0477861,200
"1551","Memorial Hermann Texas Medical Center","6411 Fannin St","HARRIS","Houston",5850,975,5100,NA,NA,NA,3900,NA,-95.3965469,29.7141998,15825
"1552","Memorial Hermann The Woodlands Hospital","9250 Pinecroft Drive","MONTGOMERY","Spring",NA,NA,2950,NA,NA,NA,NA,5850,-95.4542999,30.1746935,8800
"1553","Memorial Hermann The Woodlands Hospital",NA,"MONTGOMERY","Spring",1950,NA,NA,NA,NA,NA,NA,NA,-95.4540863,30.1743588,1950
"1554","Memorial Hospital - Gonzales","Po Box 587","GONZALES","Gonzales",NA,NA,300,NA,100,NA,NA,NA,-97.4524926,29.5016257,400
"1555","Memorial Medical Center","815 N Virginia St","CALHOUN","Port Lavaca",NA,300,NA,NA,NA,NA,NA,NA,-96.6321635,28.620326,300
"1556","Memorial Medical Center-San Augustine","511 EAST HOSPITAL STREET","SAN AUGUSTINE","San Augustine",NA,NA,NA,100,NA,NA,NA,NA,-94.1029336,31.5322438,100
"1557","Memorial Medical Clinic - Port Lavaca","1016 N. Virgnia","CALHOUN","Port Lavaca",NA,NA,NA,100,NA,NA,NA,NA,-96.6322937,28.6228485,100
"1558","Mercy Care Pharmacy","801 Road To Six Flags W Ste 122","TARRANT","Arlington",NA,NA,NA,100,NA,NA,NA,NA,-97.115745,32.7583647,100
"1559","Mercy Wellness Clinic","18568 Forty Six Pkwy Ste 1001","COMAL","Spring Branch",NA,NA,NA,200,NA,NA,NA,NA,-98.4018531,29.7986004,200
"1560","Mesa Springs Hospital","5560 Mesa Springs Drive","TARRANT","Fort Worth",NA,NA,NA,NA,100,NA,NA,NA,-97.4129573,32.6398937,100
"1561","MetHealth,PA","4045 E Belknap St Ste 12","TARRANT","Haltom City",NA,NA,NA,100,NA,NA,NA,NA,-97.2875835,32.7837239,100
"1562","Methodist Dallas Medical Center","1441 N Beckley Ave","DALLAS","Dallas",5850,1950,NA,NA,NA,NA,NA,NA,-96.8253224,32.7596673,7800
"1563","Methodist Hospital & Methodist Children's Hospital","7700 Floyd Curl Drive","BEXAR","San Antonio",1950,975,4775,NA,NA,NA,NA,NA,-98.5722733,29.5080538,7700
"1564","Methodist Hospital South","1905 Hwy 97 E","ATASCOSA","Jourdanton",NA,NA,NA,NA,300,NA,NA,NA,-98.5260352,28.9331124,300
"1565","Methodist McKinney Hospital","8000 W. Eldorado Pkwy","COLLIN","McKinney",NA,NA,NA,200,100,NA,NA,NA,-96.7224738,33.1766132,300
"1566","Methodist Metropolitan Hospital","1310 McCullough Ave","BEXAR","San Antonio",NA,NA,1100,NA,300,NA,NA,NA,-98.4910208,29.4408508,1400
"1567","Methodist Metropolitan Hospital",NA,"BEXAR","San Antonio",975,NA,NA,NA,NA,NA,NA,NA,-98.4908561,29.4411887,975
"1568","Methodist Specialty And Transplant Hospital","8026 Floyd Curl Dr","BEXAR","San Antonio",NA,900,700,NA,NA,NA,NA,NA,-98.5766312,29.5136324,1600
"1569","Methodist Stone Oak Hospital","1139 E. Sonterra Blvd.","BEXAR","San Antonio",NA,600,1400,NA,300,NA,NA,NA,-98.4743864,29.6162229,2300
"1570","Methodist Texsan Hospital","6700 W Interstate 10","BEXAR","San Antonio",NA,NA,900,NA,NA,NA,NA,NA,-98.5478211,29.4899366,900
"1571","Metroplex Health System","2201 S. Clear Creek Dr","BELL","Killeen",NA,1400,NA,NA,NA,NA,NA,NA,-97.8011834,31.1133483,1400
"1572","Metropolitan Area EMS Authority","2900 Alta Mere Drive","TARRANT","Fort Worth",NA,NA,NA,NA,100,NA,NA,NA,-97.4424454,32.7324935,100
"1573","Meyerland Kelsey-Seybold Clinic","560 Meyerland Plaza Mall","HARRIS","Houston",NA,900,NA,NA,NA,NA,NA,NA,-95.4612901,29.6878223,900
"1574","Mh Urgent Care Bender's Landing","4057 Riley Fuzzel Rd Ste 1100b","MONTGOMERY","Spring",NA,NA,NA,100,NA,NA,NA,NA,-95.3801322,30.1194424,100
"1575","Mh Urgent Care Town & Country","12740 Memorial Dr Ste 100","HARRIS","Houston",NA,1000,NA,NA,NA,NA,NA,NA,-95.5579748,29.7710002,1000
"1576","Mhmg Greater Heights Ccc","1431 Studemont St Ste C2:400","HARRIS","Houston",NA,500,NA,NA,NA,NA,NA,NA,-95.3910921,29.7743542,500
"1577","Mhmg Katy","23960 Katy Fwy","HARRIS","Katy",NA,NA,NA,100,NA,NA,NA,NA,-95.7883417,29.7871685,100
"1578","Mhmg Katy Occupational Medicine","23920 Katy Fwy Ste 540","HARRIS","Katy",NA,NA,NA,100,NA,NA,NA,NA,-95.7859014,29.7866768,100
"1579","Mi Doctor - Lewisville","701 S Stemmons Fwy Ste 260","DENTON","Lewisville",NA,NA,NA,100,NA,NA,NA,NA,-97.0043365,33.0381207,100
"1580","Mi Doctor #13 Grand Prairie","410 E Pioneer Pkwy Ste 300","DALLAS","Grand Prairie",NA,NA,NA,100,NA,NA,NA,NA,-97.0005168,32.7100357,100
"1581","Mi Doctor #7","4200 South Fwy Ste 106","TARRANT","Fort Worth",NA,500,NA,NA,NA,NA,NA,NA,-97.3220803,32.6849588,500
"1582","Mid Jefferson Extended Care-Beaumont","860 S. 8th St","JEFFERSON","Beaumont",NA,NA,NA,NA,200,NA,NA,NA,-94.1252309,30.0694478,200
"1583","Mid Jefferson Extended Care-Nederland","2600 Highway 365","JEFFERSON","Nederland",NA,NA,NA,NA,200,NA,NA,NA,-93.9863718,29.9548181,200
"1584","MidCities Pharmacy, Inc.","2000 Precinct Line Rd","TARRANT","Hurst",NA,200,NA,NA,NA,NA,NA,NA,-97.1855506,32.8517237,200
"1585","Midland Community Healthcare Services - Midland 2","4214 Andrews Hwy","MIDLAND","Midland",NA,NA,NA,NA,NA,100,NA,NA,-102.1348661,32.0046413,100
"1586","Midland Health & Senior Services","3303 W Illinois Ave Ste 22","MIDLAND","Midland",NA,NA,200,NA,NA,NA,NA,NA,-102.1171832,31.9900828,200
"1587","Midland Memorial Hospital","400 Rosalind Redfern Grover Pkwy","MIDLAND","Midland",NA,NA,NA,NA,NA,4875,4875,4875,-102.0996081,31.9967021,14625
"1588","Midland Memorial Hospital","400 Rosalind Redfern Grover Pkwy","MIDLAND","Midland",NA,NA,100,NA,NA,NA,4875,4875,-102.0996081,31.9967021,9850
"1589","Midland Memorial Hospital","400 Rosalind Redfern Grover Pkwy","MIDLAND","Midland",NA,NA,100,NA,NA,NA,4875,4875,-102.0996081,31.9967021,9850
"1590","Midland Memorial Hospital",NA,"MIDLAND","Midland",1950,NA,NA,NA,NA,NA,NA,NA,-102.099146,31.9972471,1950
"1591","Milam Co Health Depart Rockdale","313 N Main Street","MILAM","Rockdale",NA,100,NA,200,NA,NA,NA,NA,-97.0024312,30.6565976,300
"1592","Mills County Medical Clinic - Mills county","1510 Hanna Valley Rd","MILLS","Goldthwaite",NA,100,NA,NA,NA,NA,NA,NA,-98.5777248,31.4546741,100
"1593","Mission Regional Medical Center","900 S Bryan Rd","HIDALGO","Mission",NA,NA,300,NA,200,NA,NA,NA,-98.3128839,26.1955893,500
"1594","Mission Regional Medical Center",NA,"HIDALGO","Mission",1950,NA,NA,NA,NA,NA,NA,NA,-98.3141909,26.1956973,1950
"1595","Mission Trail Baptist Hospital","3333 Research Plz","BEXAR","San Antonio",NA,NA,NA,300,NA,NA,NA,NA,-98.4383449,29.3446085,300
"1596","Mitchell County Hospital","997 W I20","MITCHELL","Colorado City",NA,300,NA,NA,NA,NA,NA,300,-100.8557428,32.3882937,600
"1597","Monahans Pharmacy Inc.","801 E 4th St","WARD","Monahans",NA,100,NA,100,NA,NA,NA,NA,-102.8844283,31.5943036,200
"1598","Montgomery County Mental Health Treatment Facility","700 Hilbig","MONTGOMERY","Conroe",NA,NA,300,NA,NA,NA,NA,NA,-95.4449403,30.3357398,300
"1599","Montgomery County Phd","1300 S Loop 336 W","MONTGOMERY","Conroe",NA,NA,100,NA,NA,NA,400,NA,-95.4767162,30.2839332,500
"1600","Moore County Family Health Clinic","110 S Bliss Ave","MOORE","Dumas",NA,200,NA,NA,NA,NA,NA,NA,-101.9722117,35.8649393,200
"1601","Moore County Hospital District","224 E 2nd St","MOORE","Dumas",NA,NA,300,NA,NA,NA,NA,NA,-101.9706511,35.8645507,300
"1602","Moore County Internal Medicine","1405 E 1st St Ste 101","MOORE","Dumas",NA,NA,NA,100,NA,NA,NA,NA,-101.9545554,35.8649525,100
"1603","Mt West Family Health Center","6151 Dew Dr","EL PASO","El Paso",NA,500,NA,NA,NA,NA,NA,NA,-106.5302808,31.8329013,500
"1604","Murtaza Mussaji D.O.P.A","11021 Shadow Creek Pkwy","BRAZORIA","Pearland",NA,300,NA,NA,NA,NA,NA,NA,-95.3878106,29.5830292,300
"1605","Murtaza Mussaji, D.O., P.A.","4910 Telephone Rd","HARRIS","Houston",NA,500,NA,NA,NA,NA,NA,NA,-95.2993388,29.6908117,500
"1606","My Md Select","3618 N University Dr","NACOGDOCHES","Nacogdoches",NA,NA,NA,100,NA,NA,NA,NA,-94.6392625,31.6388795,100
"1607","My Urgent Clinic LLC dba My Urgent Care Clinic","910 River Road","KENDALL","Boerne",NA,1000,NA,NA,NA,NA,NA,NA,-98.7194265,29.7892932,1000
"1608","Myrna C De Asis Md","1819 10th St","WICHITA","Wichita Falls",NA,NA,NA,100,NA,NA,NA,NA,-98.5076374,33.9021285,100
"1609","Nacogdoches Med Cntr Hsptl Phrmcy","4920 Ne Stallings Dr","NACOGDOCHE","Nacogdoches",NA,700,NA,NA,NA,NA,NA,NA,-94.6553861,31.6527531,700
"1610","Nacogdoches Med Cntr Hsptl Phrmcy","4920 Ne Stallings Dr","NACOGDOCHES","Nacogdoches",NA,NA,NA,NA,NA,1200,NA,NA,-94.6553861,31.6527531,1200
"1611","Nacogdoches Memorial Hosp Care 1st","1106 South St","NACOGDOCHES","Nacogdoches",NA,NA,NA,NA,200,NA,NA,NA,-94.6629916,31.5958741,200
"1612","Nacogdoches Memorial Hospital","1204 N Mound St","NACOGDOCHE","Nacogdoches",NA,1000,NA,NA,NA,NA,NA,NA,-94.6488428,31.6132131,1000
"1613","Nacogdoches Memorial Hospital","1204 N Mound St","NACOGDOCHES","Nacogdoches",NA,NA,NA,NA,200,NA,NA,NA,-94.6488428,31.6132131,200
"1614","Navarro Regional Hospital","3201 W State Highway 22","NAVARRO","Corsicana",NA,600,NA,NA,100,NA,NA,NA,-96.5034767,32.0836254,700
"1615","Neighborcare Clinic","2261 Singleton Blvd Ste 101","DALLAS","Dallas",NA,100,NA,NA,NA,NA,NA,NA,-96.8591746,32.7790861,100
"1616","New Braunfels Rural Health Clinic","705 Landa St Ste C","COMAL","New Braunfels",NA,NA,NA,200,NA,NA,NA,NA,-98.143718,29.700785,200
"1617","Next Level Urgent Care","301 Jackson St","FORT BEND","Richmond",NA,NA,NA,100,NA,NA,NA,NA,-95.7608422,29.581788,100
"1618","Next Level Urgent Care Attucks","4330 Belfort Street","HARRIS","Houston",NA,NA,NA,300,NA,NA,NA,NA,-95.5042781,29.6546918,300
"1619","Next Level Urgent Care Baytown","7710 Garth Road Ste A","HARRIS","Baytown",NA,200,NA,NA,NA,NA,NA,NA,-94.9834166,29.814092,200
"1620","Next Level Urgent Care Brazoria","20799 County Road 171","BRAZORIA","Angleton",NA,NA,NA,200,NA,NA,NA,NA,-95.4024223,29.174363,200
"1621","Next Level Urgent Care Champions","15882 Champion Forest Dr.","HARRIS","Spring",NA,1000,NA,NA,NA,NA,NA,NA,-95.5332293,30.0035509,1000
"1622","Next Level Urgent Care Cinco Ranch","10705 Spring Green Blvd. Suite 600","FORT BEND","Katy",NA,200,NA,NA,NA,NA,NA,NA,-95.8157117,29.7161351,200
"1623","Next Level Urgent Care Cypress","8350 N Fry Road Ste 400","HARRIS","Cypress",NA,200,NA,NA,NA,NA,NA,NA,-95.7218788,29.9013877,200
"1624","Next Level Urgent Care Falcon Landing","9722 Gaston Road Suite 190","FORT BEND","Katy",NA,NA,NA,300,NA,NA,NA,NA,-95.8110583,29.7347252,300
"1625","Next Level Urgent Care Hattie Mae","4400 West 18th Street","HARRIS","Houston",NA,NA,NA,300,NA,NA,NA,NA,-95.4542613,29.8025458,300
"1626","Next Level Urgent Care Katy","1420 Katy Fort Bend Road Suite 105","FORT BEND","Katy",NA,200,NA,NA,NA,NA,NA,NA,-95.8011902,29.792916,200
"1627","Next Level Urgent Care Longmeadow","7101 Grand Parkway #180","FORT BEND","Richmond",NA,NA,NA,300,NA,NA,NA,NA,NA,NA,300
"1628","Next Level Urgent Care Meyerland","4936 Beechnut Street","HARRIS","Houston",NA,NA,NA,300,NA,NA,NA,NA,-95.4642044,29.6896055,300
"1629","Next Level Urgent Care Montgomery County","521 N Thompson","MONTGOMERY","Conroe",NA,NA,NA,300,NA,NA,NA,NA,-95.4584102,30.3137579,300
"1630","Next Level Urgent Care Pearland","8325 Broadway Suite 220","HARRIS","Pearland",NA,NA,NA,300,NA,NA,NA,NA,-95.3490056,29.5604244,300
"1631","Next Level Urgent Care Sienna","8720 Highway 6 Suite 400","FORT BEND","Missouri City",NA,200,NA,NA,NA,NA,NA,NA,-95.5387278,29.5393333,200
"1632","Next Level Urgent Care Sweetwater","16902 Southwest Freeway, Suite 108","FORT BEND","Sugar Land",NA,1000,NA,NA,NA,NA,NA,NA,-95.6362247,29.5904223,1000
"1633","Next Level Urgent Care Tanglewood","5749 San Felipe Street","HARRIS","Houston",NA,NA,NA,300,NA,NA,NA,NA,-95.4780678,29.7494574,300
"1634","Next Level Urgent Care Woodlands","25750 Kuykendahl Rd Suite A","HARRIS","Tomball",NA,1000,NA,NA,NA,NA,NA,NA,-95.5535997,30.1222624,1000
"1635","Nocona General Hospital","100 Park Rd","MONTAGUE","Nocona",NA,NA,100,100,NA,975,NA,NA,-97.7325043,33.7776487,1175
"1636","Norma Igelsias Md And Associates","1205 N Raul Longoria Rd Ste H","HIDALGO","San Juan",NA,500,NA,NA,NA,NA,NA,NA,-98.1525908,26.2027115,500
"1637","norma iglesias m.d. and assoc","712 SOUTH CAGE BLVD","HIDALGO","Pharr",NA,500,NA,100,NA,NA,NA,NA,-98.1854631,26.1882094,600
"1638","Norma Iglesias Md And Associates","1205 N Raul Longoria Rd Ste H","HIDALGO","San Juan",NA,NA,NA,200,NA,NA,NA,NA,-98.1525908,26.2027115,200
"1639","North Austin Medical Center","12221 Mopac Exp North","TRAVIS","Austin",NA,NA,900,1675,NA,NA,NA,NA,-97.7062822,30.4114435,2575
"1640","North Austin Medical Center",NA,"TRAVIS","Austin",975,NA,NA,NA,NA,NA,NA,NA,-97.7062822,30.4114435,975
"1641","North Blanco County Ems","105 Bill Watson Dr","BLANCO","Johnson City",NA,NA,NA,300,NA,NA,NA,300,-98.3981444,30.27242,600
"1642","North Central Baptist Hospital",NA,"BEXAR","San Antonio",975,NA,NA,NA,NA,NA,NA,NA,-98.4912421,29.6200853,975
"1643","North Central Texas Comunity Healthcare Center","200 MLK JR BLVD","WICHITA","Wichita Falls",NA,100,NA,100,NA,NA,NA,NA,-98.4910208,33.9202138,200
"1644","North Hills Family Practice Keller","300 N Rufe Snow Dr","TARRANT","Keller",NA,NA,NA,200,NA,NA,NA,NA,-97.2298082,32.9374427,200
"1645","North Hills Family Practice N Richland Hills","4351 Booth Calloway Rd Ste 101","TARRANT","North Richland Hi",NA,500,NA,NA,NA,NA,NA,NA,-97.213071,32.8281172,500
"1646","North Hills Hospital","4401 Booth Calloway Rd","TARRANT","North Richland Hil",NA,NA,1200,NA,NA,NA,NA,NA,-97.2135241,32.8292376,1200
"1647","North Hills Hospital","4401 Booth Calloway Rd","TARRANT","North Richland Hil",NA,NA,1200,NA,NA,NA,NA,NA,-97.2135241,32.8292376,1200
"1648","North Runnels Hospital District","7821 Hwy 153","RUNNELS","Winters",NA,NA,200,NA,100,NA,NA,NA,-99.9592132,31.9492626,300
"1649","North Texas Endocrine Center","9301 N.Central Expressway","DALLAS","Dallas",NA,NA,100,NA,NA,NA,NA,NA,-96.7711485,32.8750626,100
"1650","North Texas Infectious Diseases Consultants - Nc Expy",NA,"DALLAS","Dallas",975,NA,NA,NA,NA,NA,NA,NA,-96.7712424,32.8752157,975
"1651","North Texas Medical Center","1900 Hospital Blvd","COOKE","Gainesville",NA,NA,NA,300,100,NA,300,NA,-97.162916,33.6463557,700
"1652","North Texas Preferred Health Partners - Dallas","3417 Gaston Avenue","DALLAS","Dallas",NA,100,NA,NA,NA,NA,NA,NA,-96.7813167,32.7903447,100
"1653","North Texas State Hospital","6515 Kemp Blvd","WICHITA","Wichita Falls",NA,NA,1875,NA,NA,NA,NA,NA,-98.5266172,33.8418279,1875
"1654","North Texas State Hospital",NA,"WICHITA","Wichita Falls",975,NA,NA,NA,NA,NA,NA,NA,-98.5266171,33.8418279,975
"1655","North Texas State Hospital Vernon","4730 COLLEGE DRIVE","WILBARGER","Vernon",NA,400,1300,NA,NA,NA,NA,NA,-99.3198653,34.157003,1700
"1656","Northchase Family Practice Clinic","11417 Veterans Memorial Dr","HARRIS","Houston",NA,NA,NA,100,NA,NA,NA,NA,-95.4687296,29.947959,100
"1657","Northeast Baptist Hospital",NA,"BEXAR","San Antonio",975,NA,NA,NA,NA,NA,NA,NA,-98.4287811,29.5195482,975
"1658","Northeast Methodist Hospital","12412 Judson Rd","BEXAR","San Antonio",NA,1000,400,NA,NA,NA,NA,NA,-98.3479862,29.5525384,1400
"1659","Northeast Ped Associates Humble","104 E Main St","HARRIS","Humble",NA,NA,NA,100,NA,NA,NA,NA,-95.2653829,29.9980163,100
"1660","Northeast Pediatric Assoc","18707 Hardy Oak Blvd Ste 225","BEXAR","San Antonio",NA,NA,NA,100,NA,NA,NA,NA,-98.4783851,29.6163151,100
"1661","Northeast Texas Public Health District","815 N Broadway Ave","SMITH","Tyler",NA,NA,NA,NA,1500,NA,NA,NA,-95.3000409,32.358724,1500
"1662","Northwest Houston Heart Center","308 Holderrieth Blvd","HARRIS","Tomball",NA,1000,NA,NA,NA,NA,NA,NA,-95.6243153,30.0908384,1000
"1663","Northwest Texas Hospital Pharmacy","1501 S Coulter St","POTTER","Amarillo",975,975,600,NA,NA,NA,NA,NA,-101.9201874,35.1997117,2550
"1664","NSMD Medical PLLC","4410 NORTH Midkiff","MIDLAND","Midland",NA,500,NA,NA,NA,NA,NA,NA,-102.1278997,32.0324433,500
"1665","NT Preferred Health Partners Plano","4708 Dexter Drive","COLLIN","Plano",NA,100,NA,NA,NA,NA,NA,NA,-96.7911408,33.0177428,100
"1666","Nuestra Clinica Del Valle","806 W 3rd Street","HIDALGO","San Juan",NA,NA,NA,NA,NA,100,NA,NA,-98.1658513,26.1941564,100
"1667","Nuestra Clinica Del Valle - Edinburg","301 N 87th St","HIDALGO","Edinburg",NA,NA,NA,NA,NA,100,NA,NA,-98.0682026,26.2963959,100
"1668","Nuestra Clinica Del Valle - Mission","611 N Bryan Rd","HIDALGO","Mission",NA,NA,NA,NA,NA,100,NA,100,-98.3111013,26.209126,200
"1669","Nuestra Clinica Del Valle - Rio Grande","600 N Garza St Ste A","STARR","Rio Grande City",NA,NA,NA,NA,NA,100,NA,100,-98.8145278,26.3821422,200
"1670","Nuestra Clinica del Valle Inc.","801 W. 1st Street","HIDALGO","San Juan",NA,NA,NA,100,NA,NA,NA,NA,-98.1650549,26.1949607,100
"1671","OakBend Medical Center","1705 Jackson Street","FORT BEND","Richmond",NA,1000,NA,NA,NA,NA,NA,NA,-95.770572,29.576525,1000
"1672","OAKCLIFF MEDICAL CLINIC","1401 W JEFFERSON BLVD","DALLAS","Dallas",NA,NA,NA,100,NA,NA,NA,NA,-96.8444073,32.7446994,100
