Provider_Name,Address,County,City,Doses_W1,Doses_W2,Doses_W3,Doses_W4,Doses_W5,Doses_W6,Sum,lon,lat
Kroger Pharmacy 415,1617 W Henderson St,JOHNSON,Cleburne,NA,NA,NA,100,NA,NA,100,-97.1771604,30.5321716
Kroger Pharmacy 429,2201 W Grauwyler Rd,DALLAS,Irving,NA,NA,100,100,NA,NA,200,-97.1795293,30.5299086
Kroger Pharmacy 431,325 E Spring St,ANDERSON,Palestine,NA,NA,NA,100,NA,NA,100,-97.1798101,30.5244256
Kroger Pharmacy 436,235 E Fm 1382,DALLAS,Cedar Hill,NA,NA,NA,100,NA,NA,100,-97.1855506,30.5216371
Kroger Pharmacy 439,9114 Camp Bowie West Blvd,TARRANT,Fort Worth,NA,NA,NA,100,NA,NA,100,-97.1863926,30.5202339
Kroger Pharmacy 445,5330 S Cooper St,TARRANT,Arlington,NA,NA,NA,100,NA,NA,100,-97.1881817,30.5188763
Kroger Pharmacy 448,950 E Sandy Lake Rd,DALLAS,Coppell,NA,NA,NA,100,NA,NA,100,-97.1885772,30.518813
Kroger Pharmacy 450,3600 Gus Thomasson Road,DALLAS,Mesquite,NA,NA,100,100,NA,NA,200,-97.1886237,30.5172898
Kroger Pharmacy 456,2709 Cross Timbers Road,DENTON,Flower Mound,NA,NA,NA,100,NA,NA,100,-97.1886237,30.5129753
Kroger Pharmacy 460,4038 Old Denton Rd,DENTON,Carrollton,NA,NA,100,100,NA,NA,200,-97.1933389,30.5127027
Kroger Pharmacy 461,5190 Highway 78,DALLAS,Sachse,NA,NA,100,100,NA,NA,200,-97.1974497,30.5111373
Kroger Pharmacy 488,1707 W University Dr,COLLIN,McKinney,NA,NA,100,100,NA,NA,200,-97.1985596,30.5104904
Kroger Pharmacy 490,2415 Us Highway 79 S,RUSK,Henderson,NA,NA,NA,100,NA,NA,100,-97.1985596,30.5026907
Kroger Pharmacy 492,11925 Elam Rd,DALLAS,Balch Springs,NA,NA,100,100,NA,NA,200,-97.1985701,30.5002724
Kroger Pharmacy 493,500 W University Dr,DENTON,Denton,NA,NA,100,100,NA,NA,200,-97.1998227,30.5001136
Kroger Pharmacy 495,515 S Macarthur Blvd,DALLAS,Irving,NA,NA,100,100,NA,NA,200,-97.1999184,30.498959
Kroger Pharmacy 511,10677 E. Northwest Hwy,DALLAS,Dallas,NA,NA,100,100,NA,NA,200,-97.202434,30.498798
Kroger Pharmacy 512,2110 E Southlake Blvd,TARRANT,Southlake,NA,NA,100,100,NA,NA,200,-97.2045843,30.496323
Kroger Pharmacy 516,976 Keller Pkwy,TARRANT,Keller,NA,NA,NA,100,NA,NA,100,-97.2052124,30.4948599
Kroger Pharmacy 517,160 N. Coit,DALLAS,Richardson,NA,NA,NA,100,NA,NA,100,-97.2084743,30.4938968
Kroger Pharmacy 518,5665 E Mockingbird Ln,DALLAS,Dallas,NA,NA,NA,100,NA,NA,100,-97.213071,30.4931381
Kroger Pharmacy 520,3120 S University Dr,TARRANT,Fort Worth,NA,NA,NA,100,NA,NA,100,-97.2132556,30.491184
Kroger Pharmacy 521,2109 Harwood Rd,TARRANT,Bedford,NA,NA,NA,100,NA,NA,100,-97.2135241,30.4881089
Kroger Pharmacy 522,7100 Independence Pkwy.,COLLIN,Plano,NA,NA,NA,100,NA,NA,100,-97.2135241,30.487724
Kroger Pharmacy 526,536 Centennial Blvd,DALLAS,Richardson,NA,NA,NA,100,NA,NA,100,-97.2143505,30.4847241
Kroger Pharmacy 527,200 W Camp Wisdom Rd,DALLAS,Duncanville,NA,NA,NA,100,NA,NA,100,-97.2152349,30.4828906
Kroger Pharmacy 528,4142 Cedar Springs Rd,DALLAS,Dallas,NA,NA,300,NA,NA,NA,300,-97.218184,30.4809455
Kroger Pharmacy 529,4241 Capitol Ave,DALLAS,Dallas,NA,NA,100,NA,NA,NA,100,-97.218184,30.4774444
Kroger Pharmacy 530,1653 Basswood Blvd,TARRANT,Fort Worth,NA,NA,100,NA,NA,NA,100,-97.2202053,30.4769607
Kroger Pharmacy 532,5241 North Tarrant Pkwy,TARRANT,Fort Worth,NA,NA,NA,100,NA,NA,100,-97.2211313,30.4674748
Kroger Pharmacy 535,9150 N Tarrant Pkwy,TARRANT,North Richland Hil,NA,NA,100,NA,NA,NA,100,-97.2246272,30.4665569
Kroger Pharmacy 535,9150 N Tarrant Pkwy,TARRANT,North Richland Hil,NA,NA,100,NA,NA,NA,100,-97.2247325,30.4522444
Kroger Pharmacy 536,6650 N. Beach,TARRANT,Fort Worth,NA,NA,100,NA,NA,NA,100,-97.2280652,30.447282
Kroger Pharmacy 537,2061 Rufe Snow Dr,TARRANT,Keller,NA,NA,NA,100,NA,NA,100,-97.2298082,30.4470248
Kroger Pharmacy 538,2350 Se Green Oaks Blvd,TARRANT,Arlington,NA,NA,100,NA,NA,NA,100,-97.230398,30.4464845
Kroger Pharmacy 540,3305 N. Dallas Parkway,COLLIN,Plano,NA,NA,NA,100,NA,NA,100,-97.2311983,30.4423405
Kroger Pharmacy 542,3300 Texas Sage Trl,TARRANT,Fort Worth,NA,NA,100,NA,NA,NA,100,-97.2368011,30.4420224
Kroger Pharmacy 543,945 W. Lamar Blvd.,TARRANT,Arlington,NA,NA,200,NA,NA,NA,200,-97.2373909,30.4393603
Kroger Pharmacy 544,1212 E Bethany Dr,COLLIN,Allen,NA,NA,NA,100,NA,NA,100,-97.2402517,30.4380334
Kroger Pharmacy 545,"1001 N. Beckley, Ste. 500",DALLAS,Desoto,NA,NA,NA,100,NA,NA,100,-97.2402517,30.430931
Kroger Pharmacy 546,4851 Legacy Drive,COLLIN,Frisco,NA,NA,100,100,NA,NA,200,-97.2412247,30.4225686
Kroger Pharmacy 547,3205 Main St,DENTON,Frisco,NA,NA,NA,100,NA,NA,100,-97.2634819,30.4173204
Kroger Pharmacy 548,1210 N Greenville Ave,COLLIN,Allen,NA,NA,100,100,NA,NA,200,-97.2703103,30.4114435
Kroger Pharmacy 557,6850 North Shiloh Road,DALLAS,Garland,NA,NA,NA,100,NA,NA,100,-97.2797856,30.4114435
Kroger Pharmacy 559,1406 W Walnut St,DALLAS,Garland,NA,NA,100,100,NA,NA,200,-97.2798699,30.4075751
Kroger Pharmacy 562,12600 N Beach St,TARRANT,Fort Worth,NA,NA,100,NA,NA,NA,100,-97.2806287,30.4054411
Kroger Pharmacy 565,1801 N Lake Forest Dr,COLLIN,McKinney,NA,NA,NA,100,NA,NA,100,-97.2809393,30.4053779
Kroger Pharmacy 567,2901 Lake Forest Dr,COLLIN,McKinney,NA,NA,100,NA,NA,NA,100,-97.2820377,30.4047842
Kroger Pharmacy 570,5021 Teasley Ln,DENTON,Denton,NA,NA,100,100,NA,NA,200,-97.2833036,30.4045635
Kroger Pharmacy 572,3400 Fm 407 E.,DENTON,Argyle,NA,NA,100,100,NA,NA,200,-97.2840855,30.4017303
Kroger Pharmacy 573,1250 N. Preston Road,COLLIN,Prosper,NA,NA,NA,100,NA,NA,100,-97.2875835,30.3987744
Kroger Pharmacy 574,1950 N Goliad St,ROCKWALL,Rockwall,NA,NA,NA,100,NA,NA,100,-97.289229,30.3976743
Kroger Pharmacy 575,2935 Ridge Rd,ROCKWALL,Rockwall,NA,NA,NA,100,NA,NA,100,-97.2896927,30.3925839
Kroger Pharmacy 576,4750 W Bailey Boswell Rd,TARRANT,Fort Worth,NA,NA,100,NA,NA,NA,100,-97.290487,30.3900065
Kroger Pharmacy 577,7505 N Macarthur Blvd,DALLAS,Irving,NA,NA,100,100,NA,NA,200,-97.2931561,30.3899785
Kroger Pharmacy 578,2608 W Fm 544,COLLIN,Wylie,NA,NA,100,100,NA,NA,200,-97.3006081,30.3891676
Kroger Pharmacy 579,500 Marketplace Blvd,KAUFMAN,Forney,NA,NA,NA,100,NA,NA,100,-97.3061798,30.3888246
Kroger Pharmacy 580,2671 Little Elm Pkwy,DENTON,Little Elm,NA,NA,100,100,NA,NA,200,-97.3093005,30.3872034
Kroger Pharmacy 586,1592 S Loop 288,DENTON,Denton,NA,NA,200,100,NA,NA,300,-97.3136795,30.3857645
Kroger Pharmacy 587,3939 Frankford Rd,DENTON,Dallas,NA,NA,100,100,NA,NA,200,-97.3149748,30.3842757
Kroger Pharmacy 588,9140 Forest Ln,DALLAS,Dallas,NA,NA,NA,100,NA,NA,100,-97.3168809,30.3842098
Kroger Pharmacy 589,4650 W University Dr,DENTON,Prosper,NA,NA,100,100,NA,NA,200,-97.3168944,30.3739385
Kroger Pharmacy 590,1004 S Crowley Rd,TARRANT,Crowley,NA,NA,100,NA,NA,NA,100,-97.3173983,30.3687286
Kroger Pharmacy 591,1631 Sw Wilshire Blvd,JOHNSON,Burleson,NA,NA,NA,100,NA,NA,100,-97.3220803,30.3687168
Kroger Pharmacy 592,5101 W Sublett Rd,TARRANT,Arlington,NA,NA,NA,100,NA,NA,100,-97.3221632,30.3685751
Kroger Pharmacy 594,3300 E Broad St,TARRANT,Mansfield,NA,NA,100,NA,NA,NA,100,-97.3222068,30.3672691
Kroger Pharmacy 596,2200 Fm 663,ELLIS,Midlothian,NA,NA,NA,100,NA,NA,100,-97.3223914,30.3645477
Kroger Pharmacy 599,4620 State Highway 121,DENTON,Lewisville,NA,NA,NA,100,NA,NA,100,-97.3237989,30.3584919
Kroger Pharmacy 607,2300 Gessner Rd,HARRIS,Houston,NA,NA,NA,100,NA,NA,100,-97.3241191,30.3567298
Kroger Pharmacy 688,301 S Bowen Rd,TARRANT,Arlington,NA,NA,NA,100,NA,NA,100,-97.3249065,30.3525626
Kroger Pharmacy 689,17194 Preston Road,DALLAS,Dallas,NA,NA,100,100,NA,NA,200,-97.3251385,30.351906
Kroger Pharmacy 695,5701 W Pleasant Ridge Rd,TARRANT,Arlington,NA,NA,200,NA,NA,NA,200,-97.3251742,30.3512728
Kroger Pharmacy 733,1550 W Grand Pkwy S,FORT BEND,Katy,NA,NA,NA,100,NA,NA,100,-97.3251742,30.3499283
Kroger Pharmacy 735,12555 Briar Forest Dr,HARRIS,Houston,NA,NA,NA,100,NA,NA,100,-97.3251742,30.3466858
Kroger Pharmacy 737,12400 Fm 1960 Rd W,HARRIS,Houston,NA,NA,NA,100,NA,NA,100,-97.3263104,30.3445587
Kroger Pharmacy 738,8745 Spring Cypress Rd,HARRIS,Spring,NA,NA,NA,100,NA,NA,100,-97.3268505,30.3442749
Kroger Pharmacy 740,7747 Kirby Dr,HARRIS,Houston,NA,NA,NA,100,NA,NA,100,-97.3269314,30.3442692
Kroger Pharmacy 743,151 N Friendswood Dr,GALVESTON,Friendswood,NA,NA,NA,200,NA,NA,200,-97.3276062,30.3419162
Kroger Pharmacy 744,3135 Fm 528,HARRIS,Friendswood,NA,NA,NA,100,NA,NA,100,-97.3276062,30.3412709
Kroger Pharmacy 746,11701 S. Sam Houston Pkwy.,HARRIS,Houston,NA,NA,NA,100,NA,NA,100,-97.3284288,30.3411311
Kroger Pharmacy 748,10010 Cypresswood Dr,HARRIS,Houston,NA,NA,NA,100,NA,NA,100,-97.3299211,30.3357398
Kroger Pharmacy 817,2525 W Interstate 20,TARRANT,Grand Prairie,NA,NA,NA,100,NA,NA,100,-97.3324155,30.3354215
Kroger Pharmacy 824,1820 N Loy Lake Rd,GRAYSON,Sherman,NA,NA,200,300,NA,NA,500,-97.3328661,30.3351468
Kroger Pharmacy 844,708 E Pipeline Rd,TARRANT,Hurst,NA,NA,100,NA,NA,NA,100,-97.334746,30.3349598
Kroger Pharmacy 851,2210 S Fielder Rd,TARRANT,Arlington,NA,200,NA,NA,NA,NA,200,-97.3353265,30.3344254
Kroger Pharmacy 870,3770 Belt Line Rd,DALLAS,Addison,NA,NA,100,100,NA,NA,200,-97.3360437,30.3326199
Kroger Pharmacy 879,6805 N Main,DENTON,The Colony,NA,NA,100,100,NA,NA,200,-97.3379001,30.3271377
Kroger Pharmacy 893,1919 Faithon P. Lucas Blvd,DALLAS,Mesquite,NA,NA,100,NA,NA,NA,100,-97.3382376,30.3246506
Kroger Pharmacy 950,1600 N 16th St,ORANGE,Orange,NA,NA,NA,NA,NA,100,100,-97.3393937,30.3244896
Kroger Pharmacy 953,300 E. End Blvd. (Hwy 80),HARRISON,Marshall,NA,NA,NA,100,NA,NA,100,-97.3403472,30.32414
Kroger Pharmacy 957,1310 Clarksville St,LAMAR,Paris,NA,500,NA,100,NA,NA,600,-97.3410601,30.3241386
Kroger Pharmacy 959,701 W Marshall Ave,GREGG,Longview,NA,NA,NA,100,NA,NA,100,-97.3411067,30.3228658
Kroger Pharmacy 990,1215 North St,NACOGDOCHES,Nacogdoches,NA,NA,NA,100,NA,NA,100,-97.3414744,30.3171565
Kroger Texas LP,525 N Galloway,DALLAS,Mesquite,NA,NA,NA,100,NA,NA,100,-97.3414744,30.3137579
Kyle Communicare Health Center,2810 Dacy Ln,BEXAR,Kyle,NA,NA,NA,500,NA,NA,500,-97.3448419,30.3133516
Kyle Communicare Health Center,2810 Dacy Ln,HAYS,Kyle,NA,NA,NA,NA,NA,975,975,-97.345135,30.3131263
"La Esperanza Clinic,Inc.",35 E 31st St,TOM GREEN,San Angelo,NA,NA,NA,NA,NA,100,100,-97.345412,30.3123197
La Gran Plaza Health Center,1101 S. Main St.,TARRANT,Fort Worth,NA,200,NA,100,NA,NA,300,-97.3454149,30.311527
La Joya's Neighborhood Doctors,2121 E Griffin Pkwy,HIDALGO,Mission,NA,NA,NA,100,NA,NA,100,-97.3470069,30.3108732
La Nueva Casa De Amigos Health Center,1809 N Main St,HARRIS,Houston,NA,NA,NA,100,NA,NA,100,-97.3477313,30.3083408
La Salle County Regional Health Authority,247 Mars Drive,LA SALLE,Cotulla,NA,NA,NA,NA,NA,975,975,-97.3477313,30.3074615
Lake Aire Med Ctr Sr Health Wellnes,2423 Williams Dr Ste 113,WILLIAMSON,Georgetown,NA,NA,NA,NA,NA,100,100,-97.3491239,30.3058537
Lake June Medical Clinic,7716 Lake June Rd,DALLAS,Dallas,NA,NA,NA,100,NA,NA,100,-97.3518813,30.3055767
Lakeland,117 Medical Circle,HENDERSON,Athens,NA,500,NA,NA,NA,NA,500,-97.3524182,30.305555
Lakeland Medical Associates Gbc 040385,170 Municipal Dr,HENDERSON,Mabank,NA,400,NA,NA,NA,NA,400,-97.3535779,30.3051893
Lamar Plaza Drug Store,1509 S Lamar Blvd #550,TRAVIS,Austin,NA,NA,NA,200,NA,NA,200,-97.3539346,30.3049563
Lamb Healthcare Center,1500 S Sunset Ave,LAMB,Littlefield,NA,NA,200,NA,NA,NA,200,-97.3590245,30.3041633
Lamesa Primary Clinic,1502 N Avenue K,HOCKLEY,Lamesa,NA,NA,NA,NA,NA,100,100,-97.3605967,30.3040634
Laredo Emergency Room,7510 Mcpherson Rd,WEBB,Laredo,NA,2500,2500,NA,NA,NA,5000,-97.3610248,30.3035448
Laredo Medical Center,1700 East Saunders,WEBB,Laredo,975,975,NA,NA,NA,NA,1950,-97.3639792,30.3034562
Laredo Regional Medical Center,10700 Mcpherson Rd,WEBB,Laredo,NA,1000,NA,NA,NA,NA,1000,-97.3639792,30.3034562
Las Colinas Pharmacy,6420 N. MacArthurBlvd,DALLAS,Irving,NA,NA,NA,100,NA,NA,100,-97.3648773,30.3032346
Las Palmas Medical Center,1801 N Oregon St,EL PASO,El Paso,NA,NA,200,1100,NA,NA,1300,-97.3664273,30.3011177
Las Palmas Medical Center,NA,EL PASO,El Paso,975,NA,NA,NA,NA,NA,975,-97.3678873,30.300252
Lavaca Family Health Clinic,1406 North Texana,LAVACA,Hallettsville,NA,300,NA,200,NA,NA,500,-97.3707146,30.2949376
Lavaca Medical Center,1400 N Texana St,LAVACA,Hallettsville,NA,NA,NA,NA,200,NA,200,-97.3709011,30.2921115
Lbj Hospital - Harris County Hospital District,5656 Kelley St,HARRIS,Houston,NA,975,1100,1950,NA,NA,4025,-97.3714679,30.2903708
LBJ Hospital - Harris County Hospital District,NA,HARRIS,Houston,1950,NA,NA,NA,NA,NA,1950,-97.374612,30.2900264
League City Integrated Pediatrics - 061457,2360 Gulf Fwy S Ste 100-C,GALVESTON,League City,NA,NA,NA,NA,NA,100,100,-97.3753236,30.2894853
Lees Pharmacy North,5120 N 10th St,HIDALGO,McAllen,NA,NA,NA,100,NA,NA,100,-97.3772436,30.2891074
Legacy Community Health,6677 Rookin St,HARRIS,Houston,NA,NA,NA,NA,NA,100,100,-97.3779799,30.2874814
Legacy Community Health (Central Stagg Lcsp),3455 Stagg Dr.,JEFFERSON,Beaumont,NA,NA,NA,100,NA,NA,100,-97.3780779,30.2873324
Legacy Community Health Mapleridge,6550 Mapleridge St Ste 106,HARRIS,Houston,NA,NA,NA,100,NA,NA,100,-97.3785263,30.285503
Legacy Community Health Northline Center,5598 North Fwy # A1,HARRIS,Houston,NA,NA,NA,NA,NA,100,100,-97.3793147,30.2847619
Legacy Community Health Pharmacy Lyons,3811 Lyons Ave,HARRIS,Houston,NA,NA,NA,100,NA,NA,100,-97.3809909,30.284233
Legacy Community Health Pharmacy Montrose,1415 California Street,HARRIS,Houston,NA,NA,NA,100,NA,NA,100,-97.3827641,30.2839332
Legacy Community Health Services,4301 Garth Rd Ste 400,HARRIS,Baytown,NA,NA,NA,100,NA,NA,100,-97.3838415,30.2811171
Legacy Community Health Southwest,6441 High Star Dr,HARRIS,Houston,NA,2100,NA,NA,NA,NA,2100,-97.3849417,30.278333
Legends Pharmacy,6601 Blanco Rd,BEXAR,San Antonio,NA,NA,NA,100,NA,NA,100,-97.3851681,30.2775501
Legent Orthopedic Hospital,1401 E Trinity Mills Rd,DALLAS,Carrollton,NA,NA,100,NA,NA,NA,100,-97.3863047,30.2772353
Lhd Abilene-Taylor County Health Department (Re),850 N 6th St,TAYLOR,Abilene,NA,600,NA,NA,NA,1200,1800,-97.3875561,30.2765877
LHD Amarillo DOH,1000 Martin Rd,POTTER,Amarillo,NA,3000,7000,1000,NA,5000,16000,-97.3876616,30.2764321
Lhd Andrews City-County Health Department (Re),208 Nw 2nd St,ANDREWS,Andrews,NA,100,NA,NA,NA,400,500,-97.3886358,30.276373
Lhd Angelina County And Cities Health District (Re),503 Hill St Ste 100,ANGELINA,Lufkin,NA,NA,NA,100,NA,NA,100,-97.3892661,30.2755307
Lhd Bell County Public Health District (Re),509 S 9th St,BELL,Temple,NA,NA,NA,NA,NA,3900,3900,-97.390241,30.2726908
Lhd Cameron County Health Department (Re,1390 W Expressway 83,CAMERON,San Benito,NA,200,2000,NA,NA,NA,2200,-97.3903217,30.27242
LHD Cherokee County Health Department (RE),803 College Ave,CHEROKEE,Jacksonville,NA,NA,NA,200,200,NA,400,-97.3911661,30.270872
LHD Corsicana-Navarro Public Health District (RE),618 N Main,NAVARRO,Corsicana,NA,NA,NA,NA,NA,600,600,-97.3934863,30.2708073
LHD Dallas County Health And Human Services (Re),2377 N Stemmons Fwy,DALLAS,Dallas,NA,1200,NA,1200,NA,9000,11400,-97.3938685,30.2665507
LHD Denton County Public Health (RE),535 S. Loop 288,DENTON,Denton,NA,NA,NA,NA,NA,6000,6000,-97.3944597,30.2640381
Lhd Ector County Health Department (Re),221 N Texas Ave,ECTOR,Odessa,NA,NA,NA,200,500,NA,700,-97.3945864,30.2634416
LHD FORT BEND COUNTY HEALTH DEPARTMENT (HHS) (RE),4520 Reading Rd,FORT BEND,Rosenberg,NA,NA,NA,NA,NA,5850,5850,-97.3948435,30.2630287
LHD Galveston County Health District (RE),9850 B Emmett F Lowry EXpy,GALVESTON,Texas City,NA,NA,NA,400,NA,1000,1400,-97.3948435,30.26198
Lhd Garland (City Of) Health Dept (Re),206 Carver Dr,DALLAS,Garland,NA,900,100,NA,NA,1000,2000,-97.3949362,30.2594978
Lhd Hardin County Health Department (Re),1135 Redwood,HARDIN,Kountze,NA,NA,NA,300,NA,500,800,-97.3951033,30.2591848
Lhd Hays County Health Department (Re),401 Broadway St Ste A,HAYS,San Marcos,NA,NA,NA,NA,NA,1950,1950,-97.3952092,30.2572109
Lhd Hidalgo County Health Department (Re),1304 S 25th Ave,HIDALGO,Edinburg,NA,1100,NA,NA,NA,5000,6100,-97.3952092,30.2533789
Lhd Jasper-Newton Co Phealth Dist (Re),139 W Lamar St,JASPER,Jasper,NA,NA,NA,100,NA,1600,1700,-97.3957132,30.2531196
Lhd Lubbock City Health Dept (Re),806 18th St,LUBBOCK,Lubbock,NA,1000,NA,1000,NA,5000,7000,-97.3958532,30.2531196
LHD Medina CO Health Dept (RE),3103 AVE G,MEDINA,Hondo,NA,NA,NA,NA,300,NA,300,-97.4049663,30.2460108
LHD MILAM CO HEALTH DEPT (RE),209 S. Houston Ave,MILAM,Cameron,NA,NA,NA,200,200,NA,400,-97.4053549,30.2394422
Lhd Nethealth (Re),815 N Broadway Ave,SMITH,Tyler,NA,1000,NA,1000,NA,1500,3500,-97.4053549,30.2386938
Lhd Paris-Lamar Co Health Dept (Re),400 W Sherman St,LAMAR,Paris,NA,NA,200,NA,NA,400,600,-97.4067908,30.2364302
Lhd Port Arthur City Health Dept (Re),449 Austin Ave,JEFFERSON,Port Arthur,NA,NA,NA,100,NA,300,400,-97.407494,30.2359738
Lhd Sweetwater-Nolan Co Health Dept (Re),301 E 12th St,NOLAN,Sweetwater,NA,NA,NA,100,NA,600,700,-97.4107187,30.2355021
Lhd Texarkana-Bowie Co Fam Hlth Cntr (Re),902 W 12th St,BOWIE,Texarkana,NA,NA,NA,100,NA,NA,100,-97.4129573,30.2322185
Lhd Waco-Mclennan Co Phealth Dist (Re),225 W Waco Dr,MCLENNAN,Waco,NA,200,NA,NA,NA,1500,1700,-97.4130417,30.229539
LHD Wichita Falls-Wichita CO PH Dist (RE),1700 3rd Street,WICHITA,Wichita Falls,NA,NA,NA,NA,NA,1950,1950,-97.413084,30.2283106
Liberty Dayton Regional Medical Center,1353 N Travis St,LIBERTY,Liberty,NA,NA,200,NA,NA,NA,200,-97.4145201,30.2273083
Life Ambulance Service Inc.,5720 Trowbridge Dr,EL PASO,El Paso,NA,NA,NA,200,NA,NA,200,-97.4161098,30.2269045
LifeCare Hospital of Dallas,1950 Record Crossing,DALLAS,Dallas,NA,NA,NA,NA,200,NA,200,-97.416632,30.2261149
Limestone Medical Center,701 Mcclintic Dr,LIMESTONE,Groesbeck,NA,NA,400,NA,NA,NA,400,-97.4169277,30.2257441
Linos Pharmacy 2,201 N Fm 3167 Ste 101-102,STARR,Rio Grande City,NA,NA,NA,100,NA,NA,100,-97.4174768,30.2246853
Live Oak Community Health Center,105 E Thornton,LIVE OAK,Three Rivers,NA,NA,NA,NA,100,NA,100,-97.4180682,30.2236093
Lone Star Circle Of Care At El Buen Samaritano,7000 Woodhue Dr,TRAVIS,Austin,NA,NA,NA,NA,NA,100,100,-97.4188708,30.2227001
Lone Star Circle Of Care At Temple,2112 Sw H K Dodgen Loop Ste 110,BELL,Temple,NA,NA,NA,NA,NA,100,100,-97.4188938,30.2223109
Lone Star Circle Of Care At The University Of Houston,4849 Calhoun Road,HARRIS,Houston,NA,NA,NA,NA,NA,100,100,-97.420138,30.2185068
Lone Star Circle Of Care Ben White,1221 W Ben White Blvd # B100,TRAVIS,Austin,NA,NA,NA,NA,NA,100,100,-97.4208984,30.2163545
Lone Star Family Health Center,605 S. Conroe Medical Dr,MONTGOMERY,Conroe,NA,100,NA,200,NA,2000,2300,-97.4236618,30.2156404
Lone Star Medicine And Pediatrics,6033 Airline Dr Ste C,HARRIS,Houston,NA,100,NA,NA,NA,NA,100,-97.4248011,30.2134148
LONESTAR NEURO DIAGNOSTICS AND REHAB,4900 N 10TH ST.,HIDALGO,McAllen,NA,100,NA,NA,NA,NA,100,-97.4263479,30.212942
Longview Cancer Center,1300 N 4th St,GREGG,Longview,NA,NA,NA,100,NA,NA,100,-97.427742,30.2112569
"Longview Medical Center, L.P.",2901 North 4Th Street,GREGG,Longview,NA,NA,600,NA,NA,NA,600,-97.4292876,30.2074368
"Longview Medical Center, L.P.",NA,GREGG,Longview,975,NA,NA,NA,NA,NA,975,-97.4303613,30.2070206
Longview Wellness Center,705 E MARSHALL AVE,GREGG,Longview,NA,NA,NA,300,NA,NA,300,-97.4303613,30.2063976
Los Alamos Family Medical Center,427 E Duranta Ave,HIDALGO,Alamo,NA,600,NA,NA,NA,NA,600,-97.4330173,30.205524
Los Barrios Unidos Community Clinic,4732 W. Illinois Ave.,DALLAS,Dallas,NA,NA,NA,NA,NA,100,100,-97.4341354,30.2053548
Los Fresnos Pharmacy,810 W. Ocean Blvd,CAMERON,Los Fresnos,NA,NA,NA,100,NA,NA,100,-97.4353468,30.2035005
Louis Morgan Drug 4,110 Johnston St,GREGG,Longview,NA,100,NA,NA,NA,NA,100,-97.4372075,30.2016052
Louis Morgan Drugs #1,1900 S High St,GREGG,Longview,NA,NA,NA,100,NA,NA,100,-97.438558,30.2013453
Lovett-Meredith Rhc/Olney Family Clinic,100 S Avenue M,YOUNG,Olney,NA,500,NA,NA,NA,NA,500,-97.4424454,30.2009144
Lpisd/Vshsi Community And School Based Health Clin,117 E Us Hwy 57,ZAVALA,La Pryor,NA,NA,100,NA,NA,NA,100,-97.4447695,30.1992941
Lscc Bastrop Hlth Cl Wmn Wlns,605 Old Austin Hwy,BASTROP,Bastrop,NA,NA,NA,NA,NA,100,100,-97.4524926,30.1929991
Lscc Fam Care Ctr Nw Fp,11111 Research Blvd Ste 320,TRAVIS,Austin,NA,NA,NA,NA,NA,100,100,-97.4527566,30.1928356
Lscc Tamu Hlth Science Ctr Family Hlth,3950 N A W Grimes Blvd # 301,WILLIAMSON,Round Rock,NA,NA,NA,NA,NA,100,100,-97.4545871,30.1904423
Lubbock Heart Hospital,4810 N Loop 289,LUBBOCK,Lubbock,NA,500,NA,NA,NA,NA,500,-97.4625621,30.1902607
Lufkin Adult Medicine Clinic,202 S Bynum St,ANGELINA,Lufkin,NA,NA,NA,100,NA,NA,100,-97.4646983,30.1896888
Lufkin Community Clinic-Lakeview,1316 Lakeview St,ANGELINA,Lufkin,NA,NA,NA,100,NA,NA,100,-97.4717138,30.188724
"Lumberton Hospital, LLC",137 N. LHS Drive,HARDIN,Lumberton,NA,NA,100,NA,NA,NA,100,-97.4770474,30.1861982
Lung Diagnostics,4410 Medical Dr,BEXAR,San Antonio,NA,NA,NA,100,NA,NA,100,-97.4874837,30.1838903
Lynns Lavega Pharmacy,2401 E Waco Dr,MCLENNAN,Waco,NA,200,NA,NA,NA,NA,200,-97.4878001,30.1830848
Lytle Community Health Center,19010 Priest BLVD,ATASCOSA,Lytle,NA,NA,NA,NA,NA,100,100,-97.4879699,30.1826453
M And M Adult Clinic,4365 S. Expressway 77/83,CAMERON,Brownsville,NA,NA,NA,100,NA,NA,100,-97.4885176,30.1802461
Madison D Lowry MD,1282 E Common St,COMAL,New Braunfels,NA,300,NA,NA,NA,NA,300,-97.4885945,30.1753788
Magenta Health,17238 Bulverde Road,BEXAR,San Antonio,NA,NA,NA,100,NA,NA,100,-97.5039866,30.1746935
Magnolia Pharmacy,18230 Fm 1488 Rd Ste 100,MONTGOMERY,Magnolia,NA,500,NA,NA,NA,NA,500,-97.5097668,30.1743588
Mansfield Urgent Care And Family Practice,1811 Highway 287 N Ste 150,TARRANT,Mansfield,NA,1000,NA,NA,NA,NA,1000,-97.5101725,30.1700383
Marathon Petroleum Texas City,2401 5th Ave S,GALVESTON,Texas City,NA,NA,NA,200,NA,NA,200,-97.5102571,30.1690195
"Margolin And Keinarth Md, Pa",5222 Burnet Road,TRAVIS,Austin,NA,500,NA,NA,NA,NA,500,-97.5108492,30.1690026
Market Basket Pharmacy 17,864 Magnolia Ave,JEFFERSON,Port Neches,NA,600,NA,NA,NA,NA,600,-97.5146344,30.1672164
